taxon_oid,NCBI Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,GOLD Analysis Project Type,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,NCBI Species,IMG Release/Pipeline Version,IMG Submission ID,GOLD Analysis Project ID,GOLD Sequencing Project ID,GOLD Study ID,Add Date,Assembly Method,Comments,Has Coverage,Is Public,Public Release Date,Submission Type,Contact Email,Contact Name,NCBI Bioproject Accession,NCBI Biosample Accession,Sequencing Depth,Sequencing Method,Sequencing Quality,Sequencing Status.1,Sequencing Strategy,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Altitude In Meters,Depth In Meters,Elevation In Meters,Geographic Location,Habitat,Isolation,Isolation Country,Latitude,Longitude,Genome Size  * both,Gene Count  * both,Scaffold Count  * both,Bin Count  * both,EukCC Bin Count  * both,CRISPR Arrays  * both,GC Count  * both,GC  * both,Coding Base Count  * both,Coding Base Count %  * both,CDS Count  * both,CDS %  * both,RNA Count  * both,RNA % * both,rRNA Count  * both,5S rRNA Count  * both,16S rRNA Count  * both,18S rRNA Count  * both,23S rRNA Count  * both,28S rRNA Count  * both,tRNA Count  * both,Other RNA Count  * both,Unchar Count,Unchar %,w/ Func Pred Count  * both,w/ Func Pred %  * both,w/o function prediction * both,w/o function prediction % * both,Paralogs Count,Paralogs %,COG Count  * both,COG %  * both,KOG Count,KOG %,Pfam Count  * both,Pfam %  * both,TIGRfam Count  * both,TIGRfam %  * both,Enzyme Count  * both,Enzyme %  * both,KEGG Count  * both,KEGG %  * both,Not KEGG Count  * both,Not KEGG %  * both,KO Count  * both,KO %  * both,Not KO Count  * both,Not KO %  * both,MetaCyc Count  * both,MetaCyc %  * both,Not MetaCyc Count  * both,Not MetaCyc %  * both,Signal Peptide Count,Signal Peptide %,Transmembrane Count,Transmembrane %,Horizontally Transferred Count,Horizontally Transferred %,Paralog Group Count,COG Cluster Count  * both,KOG Cluster Count,Pfam Cluster Count  * both,TIGRfam Cluster Count  * both,SMC Biosynthetic Gene Cluster Count * both,Predicted Viruses,Predicted Plasmids,Estimated Number of Genomes * both,Estimated Average Genome Size * both,Estimated number of genomes - Marker genes average * both,Estimated number of genomes - Marker genes median * both,Estimated number of genomes - Marker genes mode * both,Standard deviation of marker gene counts * both,CheckM2 Completeness,CheckM2 Contamination,SRA ID,SRA Run,* Legacy EukCC Bin Count,Number of Filtered Reads  * assembled,Number of Mapped Reads  * assembled,% Assembled Reads  * assembled,Total Filtered Bases  * assembled,Total Mapped Bases  * assembled,Average Coverage of Assembled Sequences  * assembled,ST8_group,data_layer,data_layer_abbrev,sample_id_created_this_study,ST8_short_group,ST8_matrix_column,include_in_selected_ST8,core_comparison_group,matrix_column_all_KO,matrix_column_iron_KO,matrix_column_selected
3300036045,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - Balambano_FR2_MetaG (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300036045,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.5.0.3,218011,Ga0310689,Gp0256635,Gs0131992,2019-11-13,metaspades v. 3.13.0,,Yes,Yes,2020-01-12,Reanalysis,rlsimister@gmail.com,Rachel Simister,PRJNA439835,SAMN08769321,,"Illumina NovaSeq, Illumina HiSeq 2500-1TB",Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,0.0,0.0,Indonesia: South Sulawesi,Freshwater sediment,lake sediment,8763,-2.651,121.2318,1491124890,2774992,1791786,0,0,2256,936927706,62.83,1488118413,99.8,2755051,99.28,19941,0.72,3377,447,1074,47,1731,78,16564,0,,,1629361,58.72,1125690,40.57,,,1596393,57.53,,,1451453,52.3,288507,10,568513,20.49,589117,21.23,2165934,78.05,975122,35.14,1779929,64.14,358313,12.91,2396738,86.37,,,,,,,,4628,,8334,3417,0,512.0,52.0,359,4153551,374.82,359,0,96.89,,,"SRX4020278, SRX5645273",,0,0,0,0.0,0,0,0.0,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S26,Lake-Towuti,Lake-Towuti-MGX-S26-3300036045,True,Iron-rich comparison,Lake-Towuti-MGX-S26-3300036045,Lake-Towuti-MGX-S26-3300036045,Lake-Towuti-MGX-S26-3300036045
3300003104,*Microbiome,Permanent Draft,"Acid Mine Drainage (AMD) euryarchaeal community from 5-way CG site, at Richmond mine, Iron Mountain, CA","Pink biofilm microbial community from flowing acid mine drainage at Richmond mine, Iron Mountain, California, USA",DOE Joint Genome Institute  (JGI),3300003104,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid Mine Drainage (AMD) euryarchaeal community from 5-way CG site, at Richmond mine, Iron Mountain, CA",,45679,Ga0052169,Gp0097388,Gs0111506,2014-07-31,JAZZ,Made public because these are downloaded from Genbank,No,Yes,2014-08-01,Primary,sgtringe@lbl.gov,Susannah Tringe,,,,Sanger,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,944.88,"Richmond mine, Iron Mountain, California, USA",Acid Mine Drainage (AMD),"Richmond mine, Iron Mountain, California, USA",8855,40.678,-122.522,10756372,13135,2425,0,0,14,4954446,46.06,10706317,99.53,12840,97.75,295,2.25,22,7,6,0,9,0,273,0,,,8285,63.08,4555,34.68,,,8717,66.36,,,8426,64.15,0,0,3388,25.79,3563,27.13,9277,70.63,5860,44.61,6980,53.14,2430,18.5,10410,79.25,,,,,,,,2061,,2080,0,0,1.0,0.0,0,0,3.35,3,2,1.99,,,,,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S27,Richmond-AMD,Richmond-AMD-MGX-S27-3300003104,True,Iron-rich comparison,Richmond-AMD-MGX-S27-3300003104,Richmond-AMD-MGX-S27-3300003104,Richmond-AMD-MGX-S27-3300003104
3300038411,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - PML1_0D",DOE Joint Genome Institute  (JGI),3300038411,Metagenome Analysis,Engineered,Wastewater,Industrial wastewater,Acid mine drainage,Unclassified,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.5.0.14,230286,Ga0437626,Gp0480590,Gs0145645,2020-03-27,metaspades v. 3.13.0,,Yes,Yes,2020-05-26,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA650769,SAMN15720922,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Wastewater,Acid mine drainage,Industrial wastewater,Unclassified,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations of mixture of VSG and Powdermill AMD under room temperature,8855,41.0775,-81.5114,1156787902,3356820,2938529,0,0,161,742193623,64.16,1154720090,99.82,3343816,99.61,13004,0.39,3635,235,1193,29,2124,54,9369,0,,,2027478,60.4,1316338,39.21,,,1918697,57.16,,,1593050,47.46,185096,6,725904,21.62,731816,21.8,2612000,77.81,1187001,35.36,2156815,64.25,462269,13.77,2881547,85.84,,,,,,,,4600,,6576,2584,0,34.0,7.0,346,3343317,361.24,346,0,136.82,,,SRX9404296,,0,183905018,55352329,30.1,27553743609,8293215149,7.17,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,MGX,S28,Akron-AMD,Akron-AMD-MGX-S28-3300038411,True,Iron-rich comparison,Akron-AMD-MGX-S28-3300038411,Akron-AMD-MGX-S28-3300038411,Akron-AMD-MGX-S28-3300038411
3300024341,*Microbiome,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Freshwater microbial communities from Lake Matano, South Sulawesi, Indonesia - Watercolumn_Matano_2014_107_MG",DOE Joint Genome Institute  (JGI),3300024341,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Unclassified,Methane metabolizing microbial communities from different methane-rich environments from various locations,IMG Annotation Pipeline v.4.16.1,182725,Ga0233421,Gp0272224,Gs0127566,2018-03-20,SPAdes v. 3.11.1,,Yes,Yes,2018-05-19,Primary,sean.crowe@ubc.ca,Sean Crowe,PRJNA468226,SAMN09201590,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Unclassified,,107.0,,Indonesia: South Sulawesi,freshwater,lake water,8763,-2.4667,121.2833,740493820,1781895,1377427,0,0,968,378168829,51.07,738656135,99.75,1768470,99.25,13425,0.75,2347,265,757,17,1285,23,11078,0,,,1781895,100.0,-13425,-0.75,,,816454,45.82,,,776431,43.57,0,0,371716,20.86,380012,21.33,1388458,77.92,607404,34.09,1161066,65.16,233040,13.08,1535430,86.17,,,,,,,,4494,,7228,0,0,148.0,7.0,279,2654099,294.61,279,0,124.02,,,SRX4480657,,0,177150092,133877498,75.57,25673978997,19402575708,26.2,Ferruginous lake/sediment group: Lake Matano,Metagenomics,MGX,S29,Lake-Matano,Lake-Matano-MGX-S29-3300024341,True,Iron-rich comparison,Lake-Matano-MGX-S29-3300024341,Lake-Matano-MGX-S29-3300024341,Lake-Matano-MGX-S29-3300024341
3300046014,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - WFPL1_14D (Metagenome Metatranscriptome)",DOE Joint Genome Institute  (JGI),3300046014,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.5.0.23,253650,Ga0466942,Gp0532770,Gs0145645,2021-07-05,MEGAHIT v. 1.2.9,released based on JGI ITS,Yes,Yes,2021-07-05,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA1342058,SAMN52641284,,Illumina NovaSeq S4,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations of mixture of VSG and Wingfield pines AMD under room temperature,8855,41.0775,-81.5114,9563762,19259,21295,0,0,6,5214846,54.53,8376359,87.58,16379,85.05,2880,14.95,2653,48,99,261,801,1444,227,0,,,7327,38.04,9052,47.0,,,6832,35.47,,,6116,31.76,1296,7,2182,11.33,3362,17.46,13017,67.59,4913,25.51,11466,59.54,1372,7.12,15007,77.92,,,,,,,,1889,,1886,557,0,7.0,0.0,0,0,4.92,4,1,5.2,,,SRX30958252,,0,58209624,32139609,55.21,8304104881,4584992405,479.41,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,MTX,S30,Akron-AMD,Akron-AMD-MTX-S30-3300046014,True,Iron-rich comparison,Akron-AMD-MTX-S30-3300046014,Akron-AMD-MTX-S30-3300046014,Akron-AMD-MTX-S30-3300046014
3300030228,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C10, Iron Mt, CA, USA - AMDC101106","University of California, Berkeley",3300030228,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.4.16.5,199769,Ga0188176,Gp0213848,Gs0129031,2018-10-13,Custom JGI assembly v. Nielsen et. al.,Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620,Yes,Yes,2022-02-23,Primary,,,PRJNA76185,SAMN00744474,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C10,8855,40.67542,-122.53025,30367731,40927,11579,0,0,371,12921393,42.55,30268344,99.67,40142,98.08,785,1.92,74,13,22,3,29,7,711,0,,,24028,58.71,16114,39.37,,,22953,56.08,,,22061,53.9,0,0,9570,23.38,9837,24.04,30305,74.05,15899,38.85,24243,59.23,6157,15.04,33985,83.04,,,,,,,,2206,,2500,0,0,23.0,2.0,0,0,7.84,4,3,6.22,,,SRX103571,SRR359025,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S31,Richmond-AMD,Richmond-AMD-MGX-S31-3300030228,True,Iron-rich comparison,Richmond-AMD-MGX-S31-3300030228,Richmond-AMD-MGX-S31-3300030228,Richmond-AMD-MGX-S31-3300030228
3300021517,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - Balambano_FR2_MetaG",DOE Joint Genome Institute  (JGI),3300021517,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.15.2,161647,Ga0224723,Gp0256635,Gs0131992,2017-11-10,SPAdes v. 3.11.1-check,,Yes,Yes,2018-01-09,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA439835,SAMN08769321,,"Illumina NovaSeq, Illumina HiSeq 2500-1TB",Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,0.0,0.0,Indonesia: South Sulawesi,Freshwater sediment,lake sediment,8763,-2.651,121.2318,516367407,1054732,722415,0,0,1216,303763977,58.83,514955996,99.73,1046400,99.21,8332,0.79,1771,237,561,30,903,40,6561,0,,,1054732,100.0,-8332,-0.79,,,540495,51.24,,,526315,49.9,0,0,224794,21.31,236048,22.38,810352,76.83,393474,37.31,652926,61.9,140240,13.3,906160,85.91,,,,,,,,4369,,7359,0,0,208.0,21.0,134,3853488,136.75,134,0,44.19,,,"SRX4020278, SRX5645273",,0,0,0,0.0,0,0,0.0,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S32,Lake-Towuti,Lake-Towuti-MGX-S32-3300021517,True,Iron-rich comparison,Lake-Towuti-MGX-S32-3300021517,Lake-Towuti-MGX-S32-3300021517,Lake-Towuti-MGX-S32-3300021517
3300031898,*Microbiome,Permanent Draft,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia","Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia - TDP7",DOE Joint Genome Institute  (JGI),3300031898,Metagenome Analysis,Environmental,Aquatic,Freshwater,Lake,Sediment,"Freshwater sediment microbial communities from Lake Towuti, South Sulawesi, Indonesia",IMG Annotation Pipeline v.4.16.5,203629,Ga0315312,Gp0331169,Gs0131992,2018-11-30,SPAdes v. 3.12.0,,Yes,Yes,2019-01-30,Primary,rlsimister@gmail.com,Rachel Simister,PRJNA539346,SAMN11532268,,Illumina NovaSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,,3.0,,Indonesia: South Sulawesi,sediment,Lake sediment,8763,-2.7726,121.4938,515116949,926349,534309,0,0,429,252304604,48.98,513851708,99.75,917983,99.1,8366,0.9,1232,181,415,0,635,1,7134,0,,,532835,57.52,385148,41.58,,,506207,54.65,,,476247,51.41,0,0,210858,22.76,213169,23.01,704814,76.09,334559,36.12,583424,62.98,140079,15.12,777904,83.98,,,,,,,,3689,,4844,0,0,264.0,0.0,0,0,135.27,95,73,89.45,,,SRX6422696,,0,117422590,106572130,90.76,17596454198,15970450015,31.0,Ferruginous lake/sediment group: Lake Towuti,Metagenomics,MGX,S33,Lake-Towuti,Lake-Towuti-MGX-S33-3300031898,True,Iron-rich comparison,Lake-Towuti-MGX-S33-3300031898,Lake-Towuti-MGX-S33-3300031898,Lake-Towuti-MGX-S33-3300031898
3300038412,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - PML1_21D",DOE Joint Genome Institute  (JGI),3300038412,Metagenome Analysis,Engineered,Wastewater,Industrial wastewater,Acid mine drainage,Unclassified,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.5.0.14,230287,Ga0437627,Gp0480591,Gs0145645,2020-03-27,metaspades v. 3.13.0,,Yes,Yes,2020-05-26,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA650770,SAMN15720339,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Wastewater,Acid mine drainage,Industrial wastewater,Unclassified,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations of mixture of VSG and Powdermill AMD under room temperature,8855,41.0775,-81.5114,851026495,1977956,1513386,0,0,318,536956427,63.1,849412762,99.81,1966691,99.43,11265,0.57,2287,189,718,41,1263,76,8978,0,,,1257120,63.56,709571,35.87,,,1187733,60.05,,,1020157,51.58,165701,8,464250,23.47,485345,24.54,1481346,74.89,781825,39.53,1184866,59.9,298043,15.07,1668648,84.36,,,,,,,,4576,,6892,2789,0,204.0,45.0,228,3732572,240.37,228,0,73.55,,,SRX9404291,,0,148157344,80627406,54.42,22126513170,12041275258,14.15,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,MGX,S34,Akron-AMD,Akron-AMD-MGX-S34-3300038412,True,Iron-rich comparison,Akron-AMD-MGX-S34-3300038412,Akron-AMD-MGX-S34-3300038412,Akron-AMD-MGX-S34-3300038412
3300046013,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Metatranscriptome of lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - PML2_14D (Metagenome Metatranscriptome)",DOE Joint Genome Institute  (JGI),3300046013,Metatranscriptome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.5.0.23,253649,Ga0466941,Gp0532769,Gs0145645,2021-07-05,MEGAHIT v. 1.2.9,released based on JGI ITS,Yes,Yes,2021-07-05,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA1343114,SAMN52642586,,Illumina NovaSeq S4,,Complete,Metatranscriptome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations of mixture of PM and Wingfield pines AMD under room temperature,8855,41.0775,-81.5114,67354600,153848,136867,0,0,30,39826728,59.13,65287504,96.93,148250,96.36,5598,3.64,4549,161,209,405,1167,2607,1049,0,,,88800,57.72,59450,38.64,,,82803,53.82,,,76602,49.79,14891,10,27919,18.15,40971,26.63,107279,69.73,61912,40.24,86338,56.12,16554,10.76,131696,85.6,,,,,,,,3720,,4564,1451,0,122.0,0.0,0,0,49.09,48,5,37.54,,,SRX30958256,,0,53502966,38348550,71.68,7796926171,5588490423,82.97,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metatranscriptomics,MTX,S35,Akron-AMD,Akron-AMD-MTX-S35-3300046013,True,Iron-rich comparison,Akron-AMD-MTX-S35-3300046013,Akron-AMD-MTX-S35-3300046013,Akron-AMD-MTX-S35-3300046013
3300030082,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC750608V2","University of California, Berkeley",3300030082,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.4.16.5,199771,Ga0188178,Gp0213850,Gs0129031,2018-10-12,Custom JGI assembly v. Nielsen et. al.,Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620,Yes,Yes,2022-02-23,Primary,,,PRJNA76185,SAMN00744467,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C75,8855,40.67542,-122.53025,17302310,21293,4347,0,0,224,7770786,44.91,17238387,99.63,20822,97.79,471,2.21,39,10,13,0,16,0,432,0,,,12595,59.15,8227,38.64,,,12069,56.68,,,11875,55.77,0,0,4735,22.24,4941,23.2,15881,74.58,7996,37.55,12826,60.24,3007,14.12,17815,83.67,,,,,,,,2074,,2319,0,0,4.0,1.0,0,0,4.56,2,2,3.38,,,SRX103544,SRR359002,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S36,Richmond-AMD,Richmond-AMD-MGX-S36-3300030082,True,Iron-rich comparison,Richmond-AMD-MGX-S36-3300030082,Richmond-AMD-MGX-S36-3300030082,Richmond-AMD-MGX-S36-3300030082
3300038413,*Microbiome,Permanent Draft,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States","Lab enriched acid mine drainage microbial communities from Akron, Ohio, USA - WFPL2_21D",DOE Joint Genome Institute  (JGI),3300038413,Metagenome Analysis,Engineered,Wastewater,Industrial wastewater,Acid mine drainage,Unclassified,"Acid mine drainage microbial communities from coal mines in Pennsylvania and Ohio, United States",IMG Annotation Pipeline v.5.0.14,230288,Ga0437629,Gp0480593,Gs0145645,2020-03-27,metaspades v. 3.13.0,,Yes,Yes,2020-05-26,Primary,shagun2260@gmail.com,Shagun sharma,PRJNA650772,SAMN15720039,,Illumina NovaSeq S4,Level 1: Standard Draft,Complete,Metagenome,Engineered,Wastewater,Acid mine drainage,Industrial wastewater,Unclassified,,,225.0,"USA: Akron, Ohio",acid mine drainage,Incubations created from mixture of VSG and Wingfield pines AMD,8855,41.0775,-81.5114,1024560889,2847241,2434837,0,0,272,649475626,63.39,1022575680,99.81,2834783,99.56,12458,0.44,3314,218,1052,39,1932,73,9144,0,,,1705384,59.9,1129399,39.67,,,1613534,56.67,,,1353871,47.55,173296,6,611894,21.49,620237,21.78,2214546,77.78,1011270,35.52,1823513,64.04,386163,13.56,2448620,86.0,,,,,,,,4608,,6828,2677,0,78.0,0.0,301,3403856,320.08,301,0,116.44,,,SRX9404295,,0,154403948,43581532,28.23,23133444857,6529567283,6.37,Additional AMD group: Akron / Pennsylvania–Ohio lab-enriched AMD,Metagenomics,MGX,S37,Akron-AMD,Akron-AMD-MGX-S37-3300038413,True,Iron-rich comparison,Akron-AMD-MGX-S37-3300038413,Akron-AMD-MGX-S37-3300038413,Akron-AMD-MGX-S37-3300038413
3300038729,*Microbiome,Permanent Draft,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA","Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC751210","University of California, Berkeley",3300038729,Metagenome Analysis,Environmental,Aquatic,Freshwater,Groundwater,Acid Mine Drainage,"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA",IMG Annotation Pipeline v.5.0.15,217824,Ga0188185,Gp0213856,Gs0129031,2020-04-09,Custom JGI assembly v. Nielsen et. al.,,Yes,Yes,2020-04-09,Primary,,,PRJNA76185,SAMN00744472,,Illumina HiSeq 2000,,Complete,Metagenome,Environmental,Aquatic,Groundwater,Freshwater,Acid Mine Drainage,,,,"USA: Iron Mountain, California",Acid mine drainage,Richmond mine site C75,8855,40.67542,-122.53025,12650586,16143,3753,0,0,120,5526450,43.69,12597930,99.58,15782,97.76,361,2.24,28,6,8,0,14,0,333,0,,,10223,63.33,5559,34.44,,,10091,62.51,,,9072,56.2,2866,18,3409,21.12,3610,22.36,12172,75.4,5834,36.14,9948,61.62,2151,13.32,13631,84.44,,,,,,,,2156,,2164,1043,0,2.0,1.0,0,0,3.74,1,1,3.23,,,SRX103569,SRR359023,0,0,0,0.0,0,0,0.0,Main iron-rich/AMD group: Richmond Mine / Iron Mountain AMD,Metagenomics,MGX,S38,Richmond-AMD,Richmond-AMD-MGX-S38-3300038729,True,Iron-rich comparison,Richmond-AMD-MGX-S38-3300038729,Richmond-AMD-MGX-S38-3300038729,Richmond-AMD-MGX-S38-3300038729
3300039027,*Microbiome,Permanent Draft,"Lab enriched sediment microbial communities from Lake Superior, Michigan and Burr Oak Reservoir, Ohio, USA","Lab enriched sediment microbial communities from Burr Oak Reservoir, Ohio, USA - BO4",Miami University,3300039027,Metagenome Analysis,Environmental,Aquatic,Freshwater,Reservoir,Sediment,"Lab enriched sediment microbial communities from Lake Superior, Michigan and Burr Oak Reservoir, Ohio, USA",IMG Annotation Pipeline v.5.0.15,231176,Ga0438471,Gp0485075,Gs0145677,2020-04-16,metaSPAdes v. 3.13,released per PI,No,Yes,2022-11-28,Primary,bollmaa@miamioh.edu,Annette Bollmann,,,,Illumina MiSeq,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Reservoir,Freshwater,Sediment,,,,"USA: Burr Oak Reservoir, Ohio",Sediment,Sediment Lake Burr Oak,8855,39.5264,-82.0444,22711121,25380,2175,0,0,3,13909795,61.25,22679307,99.86,25173,99.18,207,0.82,15,4,4,1,5,1,192,0,,,16957,66.81,8216,32.37,,,16600,65.41,,,16565,65.27,4851,19,5473,21.56,6161,24.28,19012,74.91,10190,40.15,14983,59.03,3543,13.96,21630,85.22,,,,,,,,2917,,3443,1630,0,,,4,5677780,3.95,4,4,0.91,,,,,0,0,0,0.0,0,0,0.0,Control: Burr Oak Reservoir BO4,Metagenomics,MGX,S39,Burr-Oak-BO4,Burr-Oak-BO4-MGX-S39-3300039027,True,Control,Burr-Oak-BO4-MGX-S39-3300039027,Burr-Oak-BO4-MGX-S39-3300039027,Burr-Oak-BO4-MGX-S39-3300039027
3300023368,*Microbiome,Permanent Draft,Hydrothermal Fe-rich Mat Reference Genomes,"Hydrothermal Fe-rich mat microbial community from Snakepit Site, Mid-Atlantic Ridge, Atlantic Ocean - 667-BS4",University of Delaware,3300023368,Metagenome Analysis,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Hydrothermal Fe-rich Mat Reference Genomes,IMG Annotation Pipeline v.4.16.1,181162,Ga0256753,Gp0295823,Gs0133538,2018-02-24,metaSPAdes v. 3.10.0,Metagenomes associated with bioRxiv doi:10.1101/722066,Yes,Yes,2019-09-02,Primary,mcallis@uw.edu,Sean McAllister,,,,Illumina HiSeq 2500,Level 2: High-Quality Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,,3504.92,,"International: Snakepit Site, Mid-Atlantic Ridge",Hydrothermal Fe-rich mat,Snakepit Site,8764,23.369112,-44.950984,275647014,431132,238194,0,0,224,146129931,53.01,275104815,99.8,427764,99.22,3368,0.78,494,76,148,4,255,11,2874,0,,,431132,100.0,-3368,-0.78,,,257260,59.67,,,259799,60.26,0,0,108379,25.14,110590,25.65,317174,73.57,184303,42.75,243461,56.47,67080,15.56,360684,83.66,,,,,,,,3946,,5652,0,0,43.0,3.0,87,3168356,88.49,87,0,23.52,,,,,0,0,0,0.0,0,0,0.0,Optional outgroup: Hydrothermal Fe-rich mats,Metagenomics,MGX,S40,Hydrothermal-Fe-mats,Hydrothermal-Fe-mats-MGX-S40-3300023368,True,Outgroup,Hydrothermal-Fe-mats-MGX-S40-3300023368,Hydrothermal-Fe-mats-MGX-S40-3300023368,Hydrothermal-Fe-mats-MGX-S40-3300023368
