Module_id,Module_name,Sample,present_KOs,required_KOs,missing_KOs,KEMET_style_status_3state
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Lab enriched sediment 3300039027,10,13,3,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300039205,4,13,9,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater microbial communitie 3300043827,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Lab enriched acid 3300038471,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300030335,6,13,7,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater microbial communitie 3300028737,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Lab enriched acid 3300038411,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300031877,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300038731,4,13,9,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300038979,4,13,9,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Hydrotherm Fe rich 3300023548,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Metatransc of freshwater 3300061576,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300038486,5,13,8,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300031587,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid Mine Drainage 3300005360,6,13,7,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300008723,2,13,11,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300038493,5,13,8,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300036045,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Metatransc of lab 3300046013,11,13,2,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300038729,4,13,9,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300030413,8,13,5,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Lab enriched acid 3300038412,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300031806,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Metatransc of lab 3300055057,3,13,10,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Hydrotherm Fe rich 3300023440,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Lab enriched sediment 3300039028,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300008566,4,13,9,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater microbial communitie 3300024341,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300021517,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Metatransc of lab 3300055062,8,13,5,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Hydrotherm Fe rich 3300023442,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300036046,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Hydrotherm Fe rich 3300023313,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300039211,5,13,8,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300008721,5,13,8,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Pink biofilm microbial 3300003104,6,13,7,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300038681,4,13,9,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid mine drainage 3300030228,8,13,5,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Metatransc of lab 3300055069,6,13,7,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid Mine Drainage 2010484004,11,13,2,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Hydrotherm Fe rich 3300023307,6,13,7,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater sediment microbial 3300031876,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Freshwater microbial communitie 3300023177,12,13,1,1 block missing
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Biofilm microbial communitie 3300021476,13,13,0,Complete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Acid Mine Drainage 3300003083,2,13,11,Incomplete
M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",Hydrotherm Fe rich 3300023444,13,13,0,Complete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038494,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Lab enriched acid 3300038413,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300008567,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030091,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023310,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300046014,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300055056,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300010391,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031898,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater microbial communitie 3300024300,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300055061,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023368,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038487,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031593,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030082,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031604,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300021518,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030398,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030242,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023439,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater microbial communitie 3300024333,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Lab enriched sediment 3300039027,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300039205,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater microbial communitie 3300043827,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Lab enriched acid 3300038471,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030335,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater microbial communitie 3300028737,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Lab enriched acid 3300038411,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031877,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038731,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038979,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023548,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of freshwater 3300061576,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038486,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031587,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid Mine Drainage 3300005360,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300008723,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038493,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300036045,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300046013,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038729,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030413,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Lab enriched acid 3300038412,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031806,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300055057,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023440,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Lab enriched sediment 3300039028,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300008566,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater microbial communitie 3300024341,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300021517,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300055062,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023442,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300036046,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023313,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300039211,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300008721,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Pink biofilm microbial 3300003104,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300038681,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid mine drainage 3300030228,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Metatransc of lab 3300055069,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid Mine Drainage 2010484004,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023307,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater sediment microbial 3300031876,1,4,3,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Freshwater microbial communitie 3300023177,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Biofilm microbial communitie 3300021476,2,4,2,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Acid Mine Drainage 3300003083,0,4,4,Incomplete
M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",Hydrotherm Fe rich 3300023444,2,4,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038494,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Lab enriched acid 3300038413,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300008567,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030091,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023310,7,11,4,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300046014,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300055056,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300010391,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031898,3,11,8,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater microbial communitie 3300024300,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300055061,4,11,7,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023368,8,11,3,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038487,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031593,4,11,7,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030082,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031604,3,11,8,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300021518,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030398,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030242,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023439,7,11,4,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater microbial communitie 3300024333,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Lab enriched sediment 3300039027,8,11,3,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300039205,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater microbial communitie 3300043827,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Lab enriched acid 3300038471,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030335,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater microbial communitie 3300028737,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Lab enriched acid 3300038411,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031877,3,11,8,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038731,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038979,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023548,8,11,3,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of freshwater 3300061576,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038486,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031587,3,11,8,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid Mine Drainage 3300005360,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300008723,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038493,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300036045,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300046013,7,11,4,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038729,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030413,3,11,8,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Lab enriched acid 3300038412,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031806,4,11,7,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300055057,5,11,6,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023440,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Lab enriched sediment 3300039028,5,11,6,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300008566,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater microbial communitie 3300024341,8,11,3,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300021517,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300055062,6,11,5,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023442,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300036046,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023313,8,11,3,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300039211,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300008721,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Pink biofilm microbial 3300003104,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300038681,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid mine drainage 3300030228,2,11,9,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Metatransc of lab 3300055069,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid Mine Drainage 2010484004,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023307,1,11,10,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater sediment microbial 3300031876,3,11,8,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Freshwater microbial communitie 3300023177,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Biofilm microbial communitie 3300021476,9,11,2,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Acid Mine Drainage 3300003083,0,11,11,Incomplete
M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",Hydrotherm Fe rich 3300023444,9,11,2,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038494,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Lab enriched acid 3300038413,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300008567,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300030091,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Hydrotherm Fe rich 3300023310,1,12,11,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Metatransc of lab 3300046014,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Metatransc of lab 3300055056,5,12,7,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300010391,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300031898,2,12,10,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater microbial communitie 3300024300,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Metatransc of lab 3300055061,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Hydrotherm Fe rich 3300023368,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038487,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300031593,1,12,11,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300030082,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300031604,2,12,10,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300021518,4,12,8,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300030398,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300030242,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Hydrotherm Fe rich 3300023439,1,12,11,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater microbial communitie 3300024333,4,12,8,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Lab enriched sediment 3300039027,1,12,11,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300039205,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater microbial communitie 3300043827,2,12,10,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Lab enriched acid 3300038471,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300030335,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater microbial communitie 3300028737,2,12,10,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Lab enriched acid 3300038411,4,12,8,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300031877,2,12,10,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038731,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038979,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Hydrotherm Fe rich 3300023548,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Metatransc of freshwater 3300061576,1,12,11,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038486,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300031587,2,12,10,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid Mine Drainage 3300005360,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300008723,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038493,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Freshwater sediment microbial 3300036045,3,12,9,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Metatransc of lab 3300046013,1,12,11,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300038729,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Acid mine drainage 3300030413,0,12,12,Incomplete
M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",Lab enriched acid 3300038412,3,12,9,Incomplete
