Dataset,Module,Module_id,Module_name,Sample,Status,Completeness_score
mags,"M00001 | Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",M00001,"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate",MAG.1,INCOMPLETE,0.3
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.4,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.5,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.6,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.7,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.8,INCOMPLETE,0.5
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.9,1 BLOCK MISSING,0.8333333333333333
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.10,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.11,INCOMPLETE,0.0
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.12,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.13,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.14,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.15,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.16,INCOMPLETE,0.0
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.17,INCOMPLETE,0.0
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.18,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.19,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.20,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.21,INCOMPLETE,0.0
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.22,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.24,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.25,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.26,2 BLOCKS MISSING,0.6666666666666667
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.27,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.28,INCOMPLETE,0.0
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.29,INCOMPLETE,0.0
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.30,INCOMPLETE,0.5
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.31,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.32,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.33,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.34,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.35,INCOMPLETE,0.5
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.36,2 BLOCKS MISSING,0.6666666666666667
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.37,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.38,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.39,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.40,INCOMPLETE,0.5
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.41,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.42,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.43,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.44,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.45,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.46,INCOMPLETE,0.33333333333333337
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.47,INCOMPLETE,0.16666666666666669
mags,"M00036 | Leucine degradation, leucine => acetoacetate + acetyl-CoA",M00036,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",MAG.48,INCOMPLETE,0.16666666666666669
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.1,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.2,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.3,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.4,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.5,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.6,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.7,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.8,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.9,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.10,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.11,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.12,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.13,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.14,INCOMPLETE,0.25
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.15,INCOMPLETE,0.25
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.16,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.17,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.18,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.19,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.20,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.21,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.22,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.24,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.25,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.26,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.27,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.28,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.29,INCOMPLETE,0.25
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.30,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.31,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.32,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.33,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.34,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.35,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.36,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.37,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.38,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.39,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.40,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.41,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.42,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.43,INCOMPLETE,0.25
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.44,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.45,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.46,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.47,INCOMPLETE,0.0
mags,"M00037 | Melatonin biosynthesis, tryptophan => serotonin => melatonin",M00037,"Melatonin biosynthesis, tryptophan => serotonin => melatonin",MAG.48,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.1,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.2,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.3,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.4,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.5,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.6,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.7,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.8,INCOMPLETE,0.14285714285714288
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.9,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.10,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.11,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.12,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.13,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.14,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.15,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.16,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.17,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.18,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.19,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.20,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.21,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.22,INCOMPLETE,0.14285714285714288
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.24,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.25,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.26,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.27,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.28,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.29,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.30,INCOMPLETE,0.14285714285714288
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.31,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.32,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.33,INCOMPLETE,0.14285714285714288
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.34,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.35,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.36,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.37,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.38,INCOMPLETE,0.14285714285714288
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.39,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.40,INCOMPLETE,0.28571428571428575
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.41,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.42,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.43,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.44,INCOMPLETE,0.28571428571428575
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.45,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.46,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.47,INCOMPLETE,0.0
mags,"M00038 | Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",M00038,"Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate",MAG.48,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.1,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.2,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.3,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.4,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.5,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.6,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.7,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.8,INCOMPLETE,0.0
mags,"M00039 | Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",M00039,"Monolignol biosynthesis, phenylalanine/tyrosine => monolignol",MAG.9,INCOMPLETE,0.1
