bin_number,MAG,source_archive,index_html,json_file,antiSMASH_version,region_number_within_bin,contig_id,region_start,region_end,region_length_bp,products,categories,candidate_kinds,n_protoclusters_in_region,region_gbk_files
25,MAG.25,bin.25.permissive.metawrap.repaired(2).zip,data/kegg_modules/mags/gbk_antismash/bin.25.permissive.metawrap.repaired2/index.html,data/kegg_modules/mags/gbk_antismash/bin.25.permissive.metawrap.repaired2/bin.25.permissive.metawrap.repaired.json,8.0.4,2,NODE_79_length_5512_cov_3.091260,0,5512,5513,terpene-precursor,terpene,single,1,NODE_79_length_5512_cov_3.091260.region001.gbk
25,MAG.25,bin.25.permissive.metawrap.repaired(2).zip,data/kegg_modules/mags/gbk_antismash/bin.25.permissive.metawrap.repaired2/index.html,data/kegg_modules/mags/gbk_antismash/bin.25.permissive.metawrap.repaired2/bin.25.permissive.metawrap.repaired.json,8.0.4,3,NODE_132_length_3846_cov_2.765190,0,3846,3847,RRE-containing,RiPP,single,1,NODE_132_length_3846_cov_2.765190.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,1,NODE_16_length_17567_cov_2.127730,0,17567,17568,T1PKS,PKS,single,1,NODE_16_length_17567_cov_2.127730.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,2,NODE_32_length_14349_cov_2.557525,2384,13278,10895,RiPP-like,RiPP,single,1,NODE_32_length_14349_cov_2.557525.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,3,NODE_35_length_13980_cov_2.456017,0,13980,13981,NRPS-like,NRPS,single,1,NODE_35_length_13980_cov_2.456017.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,4,NODE_109_length_8799_cov_2.298211,0,8799,8800,RRE-containing,RiPP,single,1,NODE_109_length_8799_cov_2.298211.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,5,NODE_153_length_7190_cov_2.485871,0,7190,7191,terpene,terpene,single,1,NODE_153_length_7190_cov_2.485871.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,6,NODE_235_length_5270_cov_2.330252,0,5270,5271,terpene,terpene,single,1,NODE_235_length_5270_cov_2.330252.region001.gbk
26,MAG.26,bin.26.strict.metawrap.zip,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/index.html,data/kegg_modules/mags/gbk_antismash/bin.26.strict.metawrap/bin.26.strict.metawrap.json,8.0.4,7,NODE_346_length_3258_cov_1.992455,0,3258,3259,terpene-precursor,terpene,single,1,NODE_346_length_3258_cov_1.992455.region001.gbk
27,MAG.27,bin.27.orig.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.27.orig.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.27.orig.metawrap.repaired/bin.27.orig.metawrap.repaired.json,8.0.4,1,NODE_14556_length_3680_cov_3.412138,0,3680,3681,terpene,terpene,single,1,NODE_14556_length_3680_cov_3.412138.region001.gbk
27,MAG.27,bin.27.orig.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.27.orig.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.27.orig.metawrap.repaired/bin.27.orig.metawrap.repaired.json,8.0.4,2,NODE_82893_length_1565_cov_3.729801,0,1565,1566,terpene,terpene,single,1,NODE_82893_length_1565_cov_3.729801.region001.gbk
27,MAG.27,bin.27.orig.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.27.orig.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.27.orig.metawrap.repaired/bin.27.orig.metawrap.repaired.json,8.0.4,3,NODE_94717_length_1469_cov_1.729844,0,1469,1470,terpene-precursor,terpene,single,1,NODE_94717_length_1469_cov_1.729844.region001.gbk
28,MAG.28,bin.28.orig.metawrap.3.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.28.orig.metawrap.3.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.28.orig.metawrap.3.repaired1/bin.28.orig.metawrap.3.repaired.json,8.0.4,1,NODE_14713_length_3659_cov_4.237236,0,3659,3660,terpene-precursor,terpene,single,1,NODE_14713_length_3659_cov_4.237236.region001.gbk
28,MAG.28,bin.28.orig.metawrap.3.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.28.orig.metawrap.3.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.28.orig.metawrap.3.repaired1/bin.28.orig.metawrap.3.repaired.json,8.0.4,2,NODE_39043_length_2247_cov_4.657391,0,2247,2248,terpene-precursor,terpene,single,1,NODE_39043_length_2247_cov_4.657391.region001.gbk
29,MAG.29,bin.29.orig.metawrap.repaired(3).zip,data/kegg_modules/mags/gbk_antismash/bin.29.orig.metawrap.repaired3/index.html,data/kegg_modules/mags/gbk_antismash/bin.29.orig.metawrap.repaired3/bin.29.orig.metawrap.repaired.json,8.0.4,1,NODE_185580_length_1066_cov_1.806133,0,1066,1067,terpene-precursor,terpene,single,1,NODE_185580_length_1066_cov_1.806133.region001.gbk
30,MAG.30,bin.30.orig.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.30.orig.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.30.orig.metawrap.repaired1/bin.30.orig.metawrap.repaired.json,8.0.4,1,NODE_388_length_18916_cov_5.413817,0,18916,18917,terpene,terpene,single,1,NODE_388_length_18916_cov_5.413817.region001.gbk
30,MAG.30,bin.30.orig.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.30.orig.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.30.orig.metawrap.repaired1/bin.30.orig.metawrap.repaired.json,8.0.4,2,NODE_17202_length_3384_cov_4.873536,0,3384,3385,nucleoside,other,single,1,NODE_17202_length_3384_cov_4.873536.region001.gbk
31,MAG.31,bin.31.zip,data/kegg_modules/mags/gbk_antismash/bin.31/bin.31/index.html,data/kegg_modules/mags/gbk_antismash/bin.31/bin.31/bin.31.strict.json,6.1.1,1,c00061_NODE_61..,0,7970,7971,betalactone,unknown,single,1,
32,MAG.32,,,,,,,,,,none identified,none identified,,0,
33,MAG.33,bin.33.permissive.metawrap(2).zip,data/kegg_modules/mags/gbk_antismash/bin.33.permissive.metawrap2/index.html,data/kegg_modules/mags/gbk_antismash/bin.33.permissive.metawrap2/bin.33.permissive.metawrap.json,8.0.4,1,NODE_28_length_5337_cov_1.773004,0,5337,5338,terpene-precursor,terpene,single,1,NODE_28_length_5337_cov_1.773004.region001.gbk
33,MAG.33,bin.33.permissive.metawrap(2).zip,data/kegg_modules/mags/gbk_antismash/bin.33.permissive.metawrap2/index.html,data/kegg_modules/mags/gbk_antismash/bin.33.permissive.metawrap2/bin.33.permissive.metawrap.json,8.0.4,2,NODE_220_length_3047_cov_2.261279,0,3047,3048,terpene,terpene,single,1,NODE_220_length_3047_cov_2.261279.region001.gbk
33,MAG.33,bin.33.permissive.metawrap(2).zip,data/kegg_modules/mags/gbk_antismash/bin.33.permissive.metawrap2/index.html,data/kegg_modules/mags/gbk_antismash/bin.33.permissive.metawrap2/bin.33.permissive.metawrap.json,8.0.4,3,NODE_472_length_2249_cov_1.627993,0,2249,2250,terpene,terpene,single,1,NODE_472_length_2249_cov_1.627993.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,1,NODE_4_length_20628_cov_3.075665,6564,20628,14065,lassopeptide,RiPP,single,1,NODE_4_length_20628_cov_3.075665.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,2,NODE_8_length_17528_cov_3.212194,0,17528,17529,terpene-precursor,terpene,single,1,NODE_8_length_17528_cov_3.212194.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,3,NODE_41_length_11976_cov_2.822674,0,11976,11977,terpene,terpene,single,1,NODE_41_length_11976_cov_2.822674.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,4,NODE_102_length_8521_cov_3.947655,0,8521,8522,terpene,terpene,single,1,NODE_102_length_8521_cov_3.947655.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,5,NODE_105_length_8485_cov_3.112155,0,8485,8486,T3PKS,PKS,single,1,NODE_105_length_8485_cov_3.112155.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,6,NODE_128_length_7869_cov_3.135267,0,7869,7870,NRPS-like,NRPS,single,1,NODE_128_length_7869_cov_3.135267.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,7,NODE_187_length_6555_cov_3.354893,0,6555,6556,T1PKS,PKS,single,1,NODE_187_length_6555_cov_3.354893.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,8,NODE_405_length_4117_cov_2.850000,0,4117,4118,terpene,terpene,single,1,NODE_405_length_4117_cov_2.850000.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,9,NODE_461_length_3608_cov_3.781365,0,3608,3609,CDPS,NRPS,single,1,NODE_461_length_3608_cov_3.781365.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,10,NODE_656_length_2505_cov_2.686573,0,2505,2506,NRPS-like,NRPS,single,1,NODE_656_length_2505_cov_2.686573.region001.gbk
34,MAG.34,bin.34.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.34.permissive.metawrap.repaired1/bin.34.permissive.metawrap.repaired.json,8.0.4,11,NODE_927_length_1546_cov_2.885636,0,1546,1547,NRPS,NRPS,single,1,NODE_927_length_1546_cov_2.885636.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,1,NODE_26_length_18041_cov_2.640225,3451,18041,14591,RRE-containing,RiPP,single,1,NODE_26_length_18041_cov_2.640225.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,2,NODE_63_length_13568_cov_2.790305,0,13010,13011,terpene-precursor,terpene,single,1,NODE_63_length_13568_cov_2.790305.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,3,NODE_106_length_10498_cov_1.873237,0,10498,10499,lanthipeptide-class-ii,RiPP,single,1,NODE_106_length_10498_cov_1.873237.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,4,NODE_184_length_7341_cov_3.225633,0,7341,7342,T3PKS,PKS,single,1,NODE_184_length_7341_cov_3.225633.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,5,NODE_221_length_6512_cov_3.251748,0,6512,6513,RRE-containing,RiPP,single,1,NODE_221_length_6512_cov_3.251748.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,6,NODE_224_length_6479_cov_2.086223,0,6479,6480,NRPS-like,NRPS,single,1,NODE_224_length_6479_cov_2.086223.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,7,NODE_236_length_6227_cov_3.179512,0,6227,6228,terpene,terpene,single,1,NODE_236_length_6227_cov_3.179512.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,8,NODE_244_length_6085_cov_3.130992,0,6085,6086,NRPS-like,NRPS,single,1,NODE_244_length_6085_cov_3.130992.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,9,NODE_255_length_5906_cov_2.661692,0,5906,5907,redox-cofactor,RiPP,single,1,NODE_255_length_5906_cov_2.661692.region001.gbk
35,MAG.35,bin.35.strict.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.35.strict.metawrap.1.repaired/bin.35.strict.metawrap.1.repaired.json,8.0.4,10,NODE_410_length_3606_cov_2.956362,0,3606,3607,terpene,terpene,single,1,NODE_410_length_3606_cov_2.956362.region001.gbk
36,MAG.36,bin.36.orig.metawrap.4.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.36.orig.metawrap.4.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.36.orig.metawrap.4.repaired/bin.36.orig.metawrap.4.repaired.json,8.0.4,1,NODE_13880_length_3770_cov_3.857604,0,3770,3771,terpene-precursor,terpene,single,1,NODE_13880_length_3770_cov_3.857604.region001.gbk
36,MAG.36,bin.36.orig.metawrap.4.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.36.orig.metawrap.4.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.36.orig.metawrap.4.repaired/bin.36.orig.metawrap.4.repaired.json,8.0.4,2,NODE_82656_length_1567_cov_3.922619,0,1567,1568,terpene-precursor,terpene,single,1,NODE_82656_length_1567_cov_3.922619.region001.gbk
37,MAG.37,bin.37.orig.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.37.orig.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.37.orig.metawrap.1.repaired/bin.37.orig.metawrap.1.repaired.json,8.0.4,1,NODE_23_length_52068_cov_32.541768,13399,34518,21120,terpene-precursor,terpene,single,1,NODE_23_length_52068_cov_32.541768.region001.gbk
37,MAG.37,bin.37.orig.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.37.orig.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.37.orig.metawrap.1.repaired/bin.37.orig.metawrap.1.repaired.json,8.0.4,2,NODE_2817_length_8218_cov_31.307730,0,8218,8219,terpene,terpene,single,1,NODE_2817_length_8218_cov_31.307730.region001.gbk
38,MAG.38,bin.38.permissive.metawrap.1.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.38.permissive.metawrap.1.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.38.permissive.metawrap.1.repaired1/bin.38.permissive.metawrap.1.repaired.json,8.0.4,1,NODE_35_length_7274_cov_1.757572,0,7274,7275,terpene-precursor,terpene,single,1,NODE_35_length_7274_cov_1.757572.region001.gbk
39,MAG.39,bin.39.permissive.metawrap.1.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.39.permissive.metawrap.1.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.39.permissive.metawrap.1.repaired/bin.39.permissive.metawrap.1.repaired.json,8.0.4,1,NODE_22_length_12479_cov_1.907999,0,12479,12480,terpene-precursor,terpene,single,1,NODE_22_length_12479_cov_1.907999.region001.gbk
40,MAG.40,bin.40.zip,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/index.html,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/bin.40.orig.json,6.1.1,1,c00106_NODE_18..,0,9928,9929,terpene,unknown,single,1,
40,MAG.40,bin.40.zip,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/index.html,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/bin.40.orig.json,6.1.1,2,c00169_NODE_31..,0,7827,7828,ladderane,unknown,single,1,
40,MAG.40,bin.40.zip,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/index.html,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/bin.40.orig.json,6.1.1,3,c00335_NODE_82..,0,4905,4906,betalactone,unknown,single,1,
40,MAG.40,bin.40.zip,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/index.html,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/bin.40.orig.json,6.1.1,4,c00506_NODE_17..,0,3337,3338,arylpolyene,unknown,single,1,
40,MAG.40,bin.40.zip,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/index.html,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/bin.40.orig.json,6.1.1,5,c00521_NODE_18..,0,3223,3224,ranthipeptide,unknown,single,1,
40,MAG.40,bin.40.zip,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/index.html,data/kegg_modules/mags/gbk_antismash/bin.40/bin.40/bin.40.orig.json,6.1.1,6,c00584_NODE_24..,0,2823,2824,ranthipeptide,unknown,single,1,
41,MAG.41,bin.41.permissive.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.41.permissive.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.41.permissive.metawrap.repaired/bin.41.permissive.metawrap.repaired.json,8.0.4,1,NODE_15_length_13837_cov_2.619695,0,13837,13838,terpene-precursor,terpene,single,1,NODE_15_length_13837_cov_2.619695.region001.gbk
41,MAG.41,bin.41.permissive.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.41.permissive.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.41.permissive.metawrap.repaired/bin.41.permissive.metawrap.repaired.json,8.0.4,2,NODE_48_length_9742_cov_2.426487,0,9742,9743,betalactone,other,single,1,NODE_48_length_9742_cov_2.426487.region001.gbk
42,MAG.42,bin.42.orig.metawrap.repaired(2).zip,data/kegg_modules/mags/gbk_antismash/bin.42.orig.metawrap.repaired2/index.html,data/kegg_modules/mags/gbk_antismash/bin.42.orig.metawrap.repaired2/bin.42.orig.metawrap.repaired.json,8.0.4,1,NODE_8879_length_4726_cov_3.950760,0,4726,4727,terpene-precursor,terpene,single,1,NODE_8879_length_4726_cov_3.950760.region001.gbk
43,MAG.43,bin.43.strict.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/bin.43.strict.metawrap.repaired.json,8.0.4,1,NODE_8_length_17153_cov_1.367475,0,17153,17154,terpene,terpene,single,1,NODE_8_length_17153_cov_1.367475.region001.gbk
43,MAG.43,bin.43.strict.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/bin.43.strict.metawrap.repaired.json,8.0.4,2,NODE_24_length_13122_cov_1.432656,0,13122,13123,NRPS-like,NRPS,single,1,NODE_24_length_13122_cov_1.432656.region001.gbk
43,MAG.43,bin.43.strict.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/bin.43.strict.metawrap.repaired.json,8.0.4,3,NODE_42_length_11041_cov_1.147574,0,11041,11042,NRPS-like; T3PKS,NRPS; PKS,neighbouring,2,NODE_42_length_11041_cov_1.147574.region001.gbk
43,MAG.43,bin.43.strict.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/bin.43.strict.metawrap.repaired.json,8.0.4,4,NODE_79_length_8665_cov_1.123777,0,8665,8666,terpene-precursor,terpene,single,1,NODE_79_length_8665_cov_1.123777.region001.gbk
43,MAG.43,bin.43.strict.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/bin.43.strict.metawrap.repaired.json,8.0.4,5,NODE_131_length_6775_cov_1.783401,0,6775,6776,NRPS-like,NRPS,single,1,NODE_131_length_6775_cov_1.783401.region001.gbk
43,MAG.43,bin.43.strict.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.43.strict.metawrap.repaired/bin.43.strict.metawrap.repaired.json,8.0.4,6,NODE_343_length_3586_cov_1.967521,0,3586,3587,ranthipeptide,RiPP,single,1,NODE_343_length_3586_cov_1.967521.region001.gbk
44,MAG.44,,,,,,,,,,none identified,none identified,,0,
45,MAG.45,bin.45.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.45.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.45.permissive.metawrap.repaired1/bin.45.permissive.metawrap.repaired.json,8.0.4,1,NODE_29_length_15804_cov_3.045145,196,15804,15609,terpene-precursor,terpene,single,1,NODE_29_length_15804_cov_3.045145.region001.gbk
45,MAG.45,bin.45.permissive.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.45.permissive.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.45.permissive.metawrap.repaired1/bin.45.permissive.metawrap.repaired.json,8.0.4,2,NODE_49_length_12780_cov_2.619145,0,12780,12781,NRPS-like,NRPS,single,1,NODE_49_length_12780_cov_2.619145.region001.gbk
46,MAG.46,bin.46.orig.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.46.orig.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.46.orig.metawrap.repaired1/bin.46.orig.metawrap.repaired.json,8.0.4,1,NODE_420_length_18240_cov_5.981468,0,13436,13437,terpene-precursor,terpene,single,1,NODE_420_length_18240_cov_5.981468.region001.gbk
46,MAG.46,bin.46.orig.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.46.orig.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.46.orig.metawrap.repaired1/bin.46.orig.metawrap.repaired.json,8.0.4,2,NODE_10104_length_4430_cov_4.900571,0,4430,4431,terpene-precursor,terpene,single,1,NODE_10104_length_4430_cov_4.900571.region001.gbk
47,MAG.47,,,,,,,,,,none identified,none identified,,0,
48,MAG.48,bin.48.orig.metawrap.repaired(1).zip,data/kegg_modules/mags/gbk_antismash/bin.48.orig.metawrap.repaired1/index.html,data/kegg_modules/mags/gbk_antismash/bin.48.orig.metawrap.repaired1/bin.48.orig.metawrap.repaired.json,8.0.4,1,NODE_24906_length_2801_cov_4.092134,0,2801,2802,terpene-precursor,terpene,single,1,NODE_24906_length_2801_cov_4.092134.region001.gbk
49,MAG.49,,,,,,,,,,none identified,none identified,,0,
50,MAG.50,bin.50.orig.metawrap.repaired.zip,data/kegg_modules/mags/gbk_antismash/bin.50.orig.metawrap.repaired/index.html,data/kegg_modules/mags/gbk_antismash/bin.50.orig.metawrap.repaired/bin.50.orig.metawrap.repaired.json,8.0.4,1,NODE_25484_length_2770_cov_3.186372,0,2770,2771,lanthipeptide-class-v,RiPP,single,1,NODE_25484_length_2770_cov_3.186372.region001.gbk
