Figure,Module_ID,Module_name,Biogeochemical_cycle,Relation_to_iron,Table_S8_biomarker_KOs,Reason_for_inclusion,Sample_or_MAG,Original_status,Displayed_visual_class,Color_hex,Panel,Row_order,Column_order,Source_file,Selection_script,Selection_rule
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,Complete,Complete,#2E7D32,P001,5,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.R,Complete,Complete,#2E7D32,P001,5,14,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.D,Complete,Complete,#2E7D32,P001,5,15,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.R,Complete,Complete,#2E7D32,P001,5,16,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.D,Complete,Complete,#2E7D32,P001,5,17,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.R,Complete,Complete,#2E7D32,P001,5,18,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.D,Complete,Complete,#2E7D32,P001,5,19,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00166,"Reductive pentose phosphate cycle, ribulose-5P -> glyceraldehyde-3P",Carbon,No direct iron relation assigned,K00855; K01601; K01602,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.R,Complete,Complete,#2E7D32,P001,5,20,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,Complete,Complete,#2E7D32,P001,6,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,1 block missing,1 block missing,#1565C0,P001,6,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,1 block missing,1 block missing,#1565C0,P001,6,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,1 block missing,1 block missing,#1565C0,P001,6,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,Incomplete,Incomplete,#C62828,P001,6,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.R,1 block missing,1 block missing,#1565C0,P001,6,6,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.D,1 block missing,1 block missing,#1565C0,P001,6,7,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.R,Incomplete,Incomplete,#C62828,P001,6,8,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.D,Incomplete,Incomplete,#C62828,P001,6,9,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.R,Incomplete,Incomplete,#C62828,P001,6,10,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.D,Complete,Complete,#2E7D32,P001,6,11,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.R,Complete,Complete,#2E7D32,P001,6,12,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,1 block missing,1 block missing,#1565C0,P001,6,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.R,1 block missing,1 block missing,#1565C0,P001,6,14,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.D,Incomplete,Incomplete,#C62828,P001,6,15,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.R,Incomplete,Incomplete,#C62828,P001,6,16,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.D,1 block missing,1 block missing,#1565C0,P001,6,17,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.R,1 block missing,1 block missing,#1565C0,P001,6,18,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.D,1 block missing,1 block missing,#1565C0,P001,6,19,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00422,"Acetyl-CoA pathway, CO2 -> acetyl-CoA",Carbon,No direct iron relation assigned,K00192; K00193; K00195,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.R,Complete,Complete,#2E7D32,P001,6,20,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,Complete,Complete,#2E7D32,P001,7,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,Complete,Complete,#2E7D32,P001,7,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,Complete,Complete,#2E7D32,P001,7,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,Complete,Complete,#2E7D32,P001,7,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,Complete,Complete,#2E7D32,P001,7,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.R,Complete,Complete,#2E7D32,P001,7,6,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.D,Complete,Complete,#2E7D32,P001,7,7,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.R,Complete,Complete,#2E7D32,P001,7,8,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.D,Complete,Complete,#2E7D32,P001,7,9,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.R,Complete,Complete,#2E7D32,P001,7,10,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.D,Complete,Complete,#2E7D32,P001,7,11,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.R,Complete,Complete,#2E7D32,P001,7,12,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,Complete,Complete,#2E7D32,P001,7,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.R,Complete,Complete,#2E7D32,P001,7,14,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.D,Complete,Complete,#2E7D32,P001,7,15,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P4.R,Complete,Complete,#2E7D32,P001,7,16,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.D,Complete,Complete,#2E7D32,P001,7,17,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P1.R,Complete,Complete,#2E7D32,P001,7,18,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.D,Complete,Complete,#2E7D32,P001,7,19,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA -> acetate",Carbon,No direct iron relation assigned,K00625; K00925; K13788; K15024,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,VI.P2.R,Complete,Complete,#2E7D32,P001,7,20,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.D,Complete,Complete,#2E7D32,P001,8,1,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P1.R,1 block missing,1 block missing,#1565C0,P001,8,2,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.D,1 block missing,1 block missing,#1565C0,P001,8,3,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,AM.P2.R,1 block missing,1 block missing,#1565C0,P001,8,4,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.D,1 block missing,1 block missing,#1565C0,P001,8,5,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P1.R,1 block missing,1 block missing,#1565C0,P001,8,6,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.D,Complete,Complete,#2E7D32,P001,8,7,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TIA.P2.R,1 block missing,1 block missing,#1565C0,P001,8,8,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.D,Complete,Complete,#2E7D32,P001,8,9,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P1.R,Complete,Complete,#2E7D32,P001,8,10,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.D,Complete,Complete,#2E7D32,P001,8,11,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P2.R,Complete,Complete,#2E7D32,P001,8,12,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
S38,M00378,F420 biosynthesis,Methane,No direct iron relation assigned,K11780; K11781; K12234; K14941,Contains one or more KO biomarkers analysed in Supplementary Table 8 and belongs to a requested biogeochemical theme.,TI.P3.D,1 block missing,1 block missing,#1565C0,P001,8,13,KEMET_lagoon_all_metagenomes_module_completeness_STATUS_3state.csv,scripts/generate_s38_s41_module_figures.py,Thematic catalogue then at least one Complete; display every original state in retained rows.
