Module_id,Module_name,Sample,KEMET_like_status_3state
M00432,"Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate",Acid mine drainage 3300039205,1 BLOCK MISSING
M00433,"Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate",Acid mine drainage 3300039205,INCOMPLETE
M00525,"Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine",Acid mine drainage 3300039205,INCOMPLETE
M00526,"Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine",Acid mine drainage 3300039205,INCOMPLETE
M00527,"Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine",Acid mine drainage 3300039205,INCOMPLETE
M00528,"Nitrification, ammonia => nitrite",Acid mine drainage 3300039205,INCOMPLETE
M00529,"Denitrification, nitrate => nitrogen",Acid mine drainage 3300039205,INCOMPLETE
M00530,"Dissimilatory nitrate reduction, nitrate => ammonia",Acid mine drainage 3300039205,INCOMPLETE
M00531,"Assimilatory nitrate reduction, nitrate => ammonia",Acid mine drainage 3300039205,INCOMPLETE
M00532,Photorespiration,Acid mine drainage 3300039205,INCOMPLETE
M00533,"Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate",Acid mine drainage 3300039205,INCOMPLETE
M00534,"Naphthalene degradation, naphthalene => salicylate",Acid mine drainage 3300039205,INCOMPLETE
M00535,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",Acid mine drainage 3300039205,1 BLOCK MISSING
M00537,"Xylene degradation, xylene => methylbenzoate",Acid mine drainage 3300039205,INCOMPLETE
M00538,"Toluene degradation, toluene => benzoate",Acid mine drainage 3300039205,INCOMPLETE
M00539,"Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate",Acid mine drainage 3300039205,INCOMPLETE
M00540,"Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00541,"Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00542,"EHEC/EPEC pathogenicity signature, T3SS and effectors",Acid mine drainage 3300039205,INCOMPLETE
M00543,"Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate",Acid mine drainage 3300039205,INCOMPLETE
M00544,"Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate",Acid mine drainage 3300039205,INCOMPLETE
M00545,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00546,"Purine degradation, xanthine => urea",Acid mine drainage 3300039205,INCOMPLETE
M00547,"Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol",Acid mine drainage 3300039205,INCOMPLETE
M00548,"Benzene degradation, benzene => catechol",Acid mine drainage 3300039205,INCOMPLETE
M00549,"Nucleotide sugar biosynthesis, glucose => UDP-glucose",Acid mine drainage 3300039205,INCOMPLETE
M00550,"Ascorbate degradation, ascorbate => D-xylulose-5P",Acid mine drainage 3300039205,INCOMPLETE
M00551,"Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol",Acid mine drainage 3300039205,INCOMPLETE
M00552,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",Acid mine drainage 3300039205,INCOMPLETE
M00554,"Nucleotide sugar biosynthesis, galactose => UDP-galactose",Acid mine drainage 3300039205,1 BLOCK MISSING
M00555,"Betaine biosynthesis, choline => betaine",Acid mine drainage 3300039205,INCOMPLETE
M00563,"Methanogenesis, methylamine/dimethylamine/trimethylamine => methane",Acid mine drainage 3300039205,INCOMPLETE
M00564,"Helicobacter pylori pathogenicity signature, cagA pathogenicity island",Acid mine drainage 3300039205,INCOMPLETE
M00565,"Trehalose biosynthesis, D-glucose 1P => trehalose",Acid mine drainage 3300039205,1 BLOCK MISSING
M00567,"Methanogenesis, CO2 => methane",Acid mine drainage 3300039205,INCOMPLETE
M00568,"Catechol ortho-cleavage, catechol => 3-oxoadipate",Acid mine drainage 3300039205,INCOMPLETE
M00569,"Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00570,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",Acid mine drainage 3300039205,INCOMPLETE
M00572,"Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP",Acid mine drainage 3300039205,INCOMPLETE
M00573,"Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin",Acid mine drainage 3300039205,INCOMPLETE
M00574,"Pertussis pathogenicity signature, pertussis toxin",Acid mine drainage 3300039205,INCOMPLETE
M00575,"Pertussis pathogenicity signature, T1SS",Acid mine drainage 3300039205,INCOMPLETE
M00576,"ETEC pathogenicity signature, heat-labile and heat-stable enterotoxins",Acid mine drainage 3300039205,INCOMPLETE
M00577,"Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin",Acid mine drainage 3300039205,1 BLOCK MISSING
M00579,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Acid mine drainage 3300039205,INCOMPLETE
M00580,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P",Acid mine drainage 3300039205,INCOMPLETE
M00595,"Thiosulfate oxidation by SOX complex, thiosulfate => sulfate",Acid mine drainage 3300039205,INCOMPLETE
M00596,"Dissimilatory sulfate reduction, sulfate => H2S",Acid mine drainage 3300039205,INCOMPLETE
M00597,Anoxygenic photosystem II,Acid mine drainage 3300039205,INCOMPLETE
M00598,Anoxygenic photosystem I,Acid mine drainage 3300039205,INCOMPLETE
M00608,"2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate",Acid mine drainage 3300039205,INCOMPLETE
M00609,"Cysteine biosynthesis, methionine => cysteine",Acid mine drainage 3300039205,INCOMPLETE
M00611,Oxygenic_photosynthesis_in_plants_and_cyanobacteria,Acid mine drainage 3300039205,INCOMPLETE
M00612,Anoxygenic_photosynthesis_in_purple_bacteria,Acid mine drainage 3300039205,INCOMPLETE
M00613,Anoxygenic_photosynthesis_in_green_nonsulfur_bacteria,Acid mine drainage 3300039205,INCOMPLETE
M00614,Anoxygenic_photosynthesis_in_green_sulfur_bacteria,Acid mine drainage 3300039205,INCOMPLETE
M00615,Nitrate_assimilation,Acid mine drainage 3300039205,INCOMPLETE
M00616,Sulfate-sulfur_assimilation,Acid mine drainage 3300039205,INCOMPLETE
M00617,Methanogen,Acid mine drainage 3300039205,INCOMPLETE
M00618,Acetogen,Acid mine drainage 3300039205,INCOMPLETE
M00620,"Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate",Acid mine drainage 3300039205,INCOMPLETE
M00622,"Nicotinate degradation, nicotinate => fumarate",Acid mine drainage 3300039205,INCOMPLETE
M00623,"Phthalate degradation, phthalate => protocatechuate",Acid mine drainage 3300039205,INCOMPLETE
M00624,"Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate",Acid mine drainage 3300039205,INCOMPLETE
M00625,Methicillin resistance,Acid mine drainage 3300039205,INCOMPLETE
M00627,"beta-Lactam resistance, Bla system",Acid mine drainage 3300039205,INCOMPLETE
M00630,"D-Galacturonate degradation (fungi), D-galacturonate => glycerol",Acid mine drainage 3300039205,INCOMPLETE
M00631,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",Acid mine drainage 3300039205,INCOMPLETE
M00632,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",Acid mine drainage 3300039205,1 BLOCK MISSING
M00633,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P",Acid mine drainage 3300039205,INCOMPLETE
M00636,"Phthalate degradation, phthalate => protocatechuate",Acid mine drainage 3300039205,INCOMPLETE
M00637,"Anthranilate degradation, anthranilate => catechol",Acid mine drainage 3300039205,INCOMPLETE
M00638,"Salicylate degradation, salicylate => gentisate",Acid mine drainage 3300039205,INCOMPLETE
M00639,"Multidrug resistance, efflux pump MexCD-OprJ",Acid mine drainage 3300039205,INCOMPLETE
M00641,"Multidrug resistance, efflux pump MexEF-OprN",Acid mine drainage 3300039205,INCOMPLETE
M00642,"Multidrug resistance, efflux pump MexJK-OprM",Acid mine drainage 3300039205,INCOMPLETE
M00643,"Multidrug resistance, efflux pump MexXY-OprM",Acid mine drainage 3300039205,INCOMPLETE
M00649,"Multidrug resistance, efflux pump AdeABC",Acid mine drainage 3300039205,INCOMPLETE
M00651,"Vancomycin resistance, D-Ala-D-Lac type",Acid mine drainage 3300039205,INCOMPLETE
M00652,"Vancomycin resistance, D-Ala-D-Ser type",Acid mine drainage 3300039205,INCOMPLETE
M00660,"Xanthomonas spp. pathogenicity signature, T3SS and effectors",Acid mine drainage 3300039205,INCOMPLETE
M00661,"Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline",Acid mine drainage 3300039205,INCOMPLETE
M00664,Nodulation,Acid mine drainage 3300039205,INCOMPLETE
M00672,"Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin",Acid mine drainage 3300039205,INCOMPLETE
M00673,"Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C",Acid mine drainage 3300039205,INCOMPLETE
M00674,"Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate",Acid mine drainage 3300039205,INCOMPLETE
M00675,"Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate",Acid mine drainage 3300039205,INCOMPLETE
M00696,"Multidrug resistance, efflux pump AcrEF-TolC",Acid mine drainage 3300039205,INCOMPLETE
M00697,"Multidrug resistance, efflux pump MdtEF-TolC",Acid mine drainage 3300039205,INCOMPLETE
M00698,"Multidrug resistance, efflux pump BpeEF-OprC",Acid mine drainage 3300039205,INCOMPLETE
M00700,"Multidrug resistance, efflux pump AbcA",Acid mine drainage 3300039205,INCOMPLETE
M00702,"Multidrug resistance, efflux pump NorB",Acid mine drainage 3300039205,INCOMPLETE
M00704,"Tetracycline resistance, efflux pump Tet38",Acid mine drainage 3300039205,INCOMPLETE
M00705,"Multidrug resistance, efflux pump MepA",Acid mine drainage 3300039205,INCOMPLETE
M00714,"Multidrug resistance, efflux pump QacA",Acid mine drainage 3300039205,INCOMPLETE
M00718,"Multidrug resistance, efflux pump MexAB-OprM",Acid mine drainage 3300039205,INCOMPLETE
M00725,"Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon",Acid mine drainage 3300039205,INCOMPLETE
M00726,"Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF",Acid mine drainage 3300039205,INCOMPLETE
M00730,"Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter",Acid mine drainage 3300039205,INCOMPLETE
M00736,"Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A",Acid mine drainage 3300039205,INCOMPLETE
M00740,Methylaspartate cycle,Acid mine drainage 3300039205,INCOMPLETE
M00741,"Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00744,"Cationic antimicrobial peptide (CAMP) resistance, protease PgtE",Acid mine drainage 3300039205,INCOMPLETE
M00745,"Imipenem resistance, repression of porin OprD",Acid mine drainage 3300039205,INCOMPLETE
M00746,"Multidrug resistance, repression of porin OmpF",Acid mine drainage 3300039205,INCOMPLETE
M00761,"Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N",Acid mine drainage 3300039205,INCOMPLETE
M00763,"Ornithine biosynthesis, mediated by LysW, glutamate => ornithine",Acid mine drainage 3300039205,1 BLOCK MISSING
M00769,"Multidrug resistance, efflux pump MexPQ-OpmE",Acid mine drainage 3300039205,INCOMPLETE
M00773,"Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin",Acid mine drainage 3300039205,INCOMPLETE
M00774,"Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B",Acid mine drainage 3300039205,INCOMPLETE
M00775,"Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin",Acid mine drainage 3300039205,INCOMPLETE
M00776,"Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin",Acid mine drainage 3300039205,INCOMPLETE
M00777,"Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b",Acid mine drainage 3300039205,INCOMPLETE
M00778,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide",Acid mine drainage 3300039205,INCOMPLETE
M00779,"Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin",Acid mine drainage 3300039205,INCOMPLETE
M00780,"Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline",Acid mine drainage 3300039205,INCOMPLETE
M00781,"Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone",Acid mine drainage 3300039205,INCOMPLETE
M00782,"Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin",Acid mine drainage 3300039205,INCOMPLETE
M00783,"Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C",Acid mine drainage 3300039205,INCOMPLETE
M00784,"Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A",Acid mine drainage 3300039205,INCOMPLETE
M00785,"Cycloserine biosynthesis, arginine/serine => cycloserine",Acid mine drainage 3300039205,INCOMPLETE
M00786,"Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A",Acid mine drainage 3300039205,INCOMPLETE
M00787,"Bacilysin biosynthesis, prephenate => bacilysin",Acid mine drainage 3300039205,INCOMPLETE
M00788,"Terpentecin biosynthesis, GGAP => terpentecin",Acid mine drainage 3300039205,INCOMPLETE
M00789,"Rebeccamycin biosynthesis, tryptophan => rebeccamycin",Acid mine drainage 3300039205,INCOMPLETE
M00790,"Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin",Acid mine drainage 3300039205,INCOMPLETE
M00793,dTDP-L-rhamnose biosynthesis,Acid mine drainage 3300039205,COMPLETE
M00794,dTDP-6-deoxy-D-allose biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00795,dTDP-beta-L-noviose biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00796,dTDP-D-mycaminose biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00797,dTDP-D-desosamine biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00798,dTDP-L-mycarose biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00799,dTDP-L-oleandrose biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00800,dTDP-L-megosamine biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00801,dTDP-L-olivose biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00802,dTDP-D-forosamine biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00803,dTDP-D-angolosamine biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00804,"Complete nitrification, comammox, ammonia => nitrite => nitrate",Acid mine drainage 3300039205,INCOMPLETE
M00805,"Staurosporine biosynthesis, tryptophan => staurosporine",Acid mine drainage 3300039205,INCOMPLETE
M00808,"Violacein biosynthesis, tryptophan => violacein",Acid mine drainage 3300039205,INCOMPLETE
M00810,"Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde",Acid mine drainage 3300039205,INCOMPLETE
M00811,"Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde",Acid mine drainage 3300039205,INCOMPLETE
M00814,"Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose",Acid mine drainage 3300039205,INCOMPLETE
M00815,"Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A",Acid mine drainage 3300039205,INCOMPLETE
M00819,"Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone",Acid mine drainage 3300039205,INCOMPLETE
M00823,"Chlortetracycline biosynthesis, pretetramide => chlortetracycline",Acid mine drainage 3300039205,INCOMPLETE
M00824,"9-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 9-membered enediyne core",Acid mine drainage 3300039205,INCOMPLETE
M00825,"10-membered enediyne core biosynthesis, malonyl-CoA => 3-hydroxyhexadeca-4,6,8,10,12,14-hexaenoyl-ACP => 10-membered enediyne core",Acid mine drainage 3300039205,INCOMPLETE
M00826,"C-1027 benzoxazolinate moiety biosynthesis, chorismate => benzoxazolinyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00827,"C-1027 beta-amino acid moiety biosynthesis, tyrosine => 3-chloro-4,5-dihydroxy-beta-phenylalanyl-PCP",Acid mine drainage 3300039205,INCOMPLETE
M00828,"Maduropeptin beta-hydroxy acid moiety biosynthesis, tyrosine => 3-(4-hydroxyphenyl)-3-oxopropanoyl-PCP",Acid mine drainage 3300039205,INCOMPLETE
M00829,"3,6-Dimethylsalicylyl-CoA biosynthesis, malonyl-CoA => 6-methylsalicylate => 3,6-dimethylsalicylyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00830,"Neocarzinostatin naphthoate moiety biosynthesis, malonyl-CoA => 2-hydroxy-5-methyl-1-naphthoate => 2-hydroxy-7-methoxy-5-methyl-1-naphthoyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00831,"Kedarcidin 2-hydroxynaphthoate moiety biosynthesis, malonyl-CoA => 3,6,8-trihydroxy-2-naphthoate => 3-hydroxy-7,8-dimethoxy-6-isopropoxy-2-naphthoyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00832,"Kedarcidin 2-aza-3-chloro-beta-tyrosine moiety biosynthesis, azatyrosine => 2-aza-3-chloro-beta-tyrosyl-PCP",Acid mine drainage 3300039205,INCOMPLETE
M00833,"Calicheamicin biosynthesis, calicheamicinone => calicheamicin",Acid mine drainage 3300039205,INCOMPLETE
M00834,"Calicheamicin orsellinate moiety biosynthesis, malonyl-CoA => orsellinate-ACP => 5-iodo-2,3-dimethoxyorsellinate-ACP",Acid mine drainage 3300039205,INCOMPLETE
M00835,"Pyocyanine biosynthesis, chorismate => pyocyanine",Acid mine drainage 3300039205,INCOMPLETE
M00836,"Coenzyme F430 biosynthesis, sirohydrochlorin => coenzyme F430",Acid mine drainage 3300039205,INCOMPLETE
M00837,"Prodigiosin biosynthesis, L-proline => prodigiosin",Acid mine drainage 3300039205,INCOMPLETE
M00838,"Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin",Acid mine drainage 3300039205,INCOMPLETE
M00840,"Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF",Acid mine drainage 3300039205,INCOMPLETE
M00841,"Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF",Acid mine drainage 3300039205,INCOMPLETE
M00842,"Tetrahydrobiopterin biosynthesis, GTP => BH4",Acid mine drainage 3300039205,1 BLOCK MISSING
M00843,"L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4",Acid mine drainage 3300039205,1 BLOCK MISSING
M00844,"Arginine biosynthesis, ornithine => arginine",Acid mine drainage 3300039205,1 BLOCK MISSING
M00845,"Arginine biosynthesis, glutamate => acetylcitrulline => arginine",Acid mine drainage 3300039205,INCOMPLETE
M00846,"Siroheme biosynthesis, glutamate => siroheme",Acid mine drainage 3300039205,INCOMPLETE
M00847,"Heme biosynthesis, archaea, siroheme => heme",Acid mine drainage 3300039205,INCOMPLETE
M00848,"Aurachin biosynthesis, anthranilate => aurachin A",Acid mine drainage 3300039205,INCOMPLETE
M00849,"C5 isoprenoid biosynthesis, mevalonate pathway, archaea",Acid mine drainage 3300039205,INCOMPLETE
M00850,"Vibrio cholerae pathogenicity signature, cholera toxins",Acid mine drainage 3300039205,INCOMPLETE
M00851,Carbapenem resistance,Acid mine drainage 3300039205,INCOMPLETE
M00852,"Vibrio cholerae pathogenicity signature, toxin coregulated pilus",Acid mine drainage 3300039205,INCOMPLETE
M00853,"ETEC pathogenicity signature, colonization factors",Acid mine drainage 3300039205,INCOMPLETE
M00854,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Acid mine drainage 3300039205,INCOMPLETE
M00855,"Glycogen degradation, glycogen => glucose-6P",Acid mine drainage 3300039205,INCOMPLETE
M00856,"Salmonella enterica pathogenicity signature, typhoid toxin",Acid mine drainage 3300039205,INCOMPLETE
M00857,"Salmonella enterica pathogenicity signature, Vi antigen",Acid mine drainage 3300039205,INCOMPLETE
M00859,"Bacillus anthracis pathogenicity signature, anthrax toxin",Acid mine drainage 3300039205,INCOMPLETE
M00860,"Bacillus anthracis pathogenicity signature, polyglutamic acid capsule biosynthesis",Acid mine drainage 3300039205,INCOMPLETE
M00861,"beta-Oxidation, peroxisome, VLCFA",Acid mine drainage 3300039205,INCOMPLETE
M00862,"beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00866,"KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type",Acid mine drainage 3300039205,INCOMPLETE
M00867,KDO2-lipid A modification pathway,Acid mine drainage 3300039205,INCOMPLETE
M00868,"Heme biosynthesis, animals and fungi, glycine => heme",Acid mine drainage 3300039205,INCOMPLETE
M00872,"O-glycan biosynthesis, mannose type (core M3)",Acid mine drainage 3300039205,INCOMPLETE
M00873,"Fatty acid biosynthesis in mitochondria, animals",Acid mine drainage 3300039205,INCOMPLETE
M00874,"Fatty acid biosynthesis in mitochondria, fungi",Acid mine drainage 3300039205,INCOMPLETE
M00875,"Staphyloferrin B biosynthesis, L-serine => staphyloferrin B",Acid mine drainage 3300039205,INCOMPLETE
M00876,"Staphyloferrin A biosynthesis, L-ornithine => staphyloferrin A",Acid mine drainage 3300039205,INCOMPLETE
M00877,"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine",Acid mine drainage 3300039205,INCOMPLETE
M00878,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA",Acid mine drainage 3300039205,INCOMPLETE
M00879,"Arginine succinyltransferase pathway, arginine => glutamate",Acid mine drainage 3300039205,INCOMPLETE
M00880,"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor",Acid mine drainage 3300039205,INCOMPLETE
M00889,"Puromycin biosynthesis, ATP => puromycin",Acid mine drainage 3300039205,INCOMPLETE
M00890,"Roseoflavin biosynthesis, FMN => roseoflavin",Acid mine drainage 3300039205,INCOMPLETE
M00891,"Ditryptophenaline biosynthesis, tryptophan + phenylalanine => ditryptophenaline",Acid mine drainage 3300039205,INCOMPLETE
M00892,"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc",Acid mine drainage 3300039205,INCOMPLETE
M00893,"Lovastatin biosynthesis, malonyl-CoA => lovastatin acid",Acid mine drainage 3300039205,INCOMPLETE
M00894,"Cannabidiol biosynthesis, malonyl-CoA => cannabidiol/dronabinol",Acid mine drainage 3300039205,INCOMPLETE
M00900,"Crocin biosynthesis, crocetin => crocin",Acid mine drainage 3300039205,INCOMPLETE
M00901,"Fumiquinazoline biosynthesis, tryptophan + alanine + anthranilate => fumiquinazoline",Acid mine drainage 3300039205,INCOMPLETE
M00902,"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin",Acid mine drainage 3300039205,INCOMPLETE
M00903,"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin",Acid mine drainage 3300039205,INCOMPLETE
M00904,"Dapdiamides biosynthesis, L-2,3-diaminopropanoate => dapdiamide A/B/C",Acid mine drainage 3300039205,INCOMPLETE
M00905,"Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B",Acid mine drainage 3300039205,INCOMPLETE
M00906,"Ethynylserine biosynthesis, lysine => ethynylserine",Acid mine drainage 3300039205,INCOMPLETE
M00909,"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc",Acid mine drainage 3300039205,COMPLETE
M00910,Phenylalanine_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00911,Riboflavin_biosynthesis_fungi,Acid mine drainage 3300039205,INCOMPLETE
M00912,NAD_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00913,Pantothenate_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00914,Coenzyme_A_biosynthesis_archaea,Acid mine drainage 3300039205,INCOMPLETE
M00915,Caffeine_degradation,Acid mine drainage 3300039205,INCOMPLETE
M00916,Pyridoxal-P_biosynthesis,Acid mine drainage 3300039205,COMPLETE
M00917,Phytosterol_biosynthesis_squalene_2,Acid mine drainage 3300039205,INCOMPLETE
M00918,Aerobactin_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00919,Ectoine_degradation,Acid mine drainage 3300039205,INCOMPLETE
M00921,Cyclooctatin_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00922,CMP-Neu5Ac_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00923,UDP-L-FucNAm_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00924,Cobalamin_biosynthesis_anaerobicc-diamide,Acid mine drainage 3300039205,INCOMPLETE
M00925,Cobalamin_biosynthesis_aerobicc-diamide,Acid mine drainage 3300039205,INCOMPLETE
M00926,Heme_biosynthesis_bacteria,Acid mine drainage 3300039205,INCOMPLETE
M00927,Gibberellin_A12_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00928,Gibberellin_A4--A1_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00929,Gibberellin_A1_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00930,Menaquinone_biosynthesis_futalosine_pathway,Acid mine drainage 3300039205,INCOMPLETE
M00931,Menaquinone_biosynthesis_modified_futalosine_pathway,Acid mine drainage 3300039205,INCOMPLETE
M00932,Phylloquinone_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00933,Plastoquinone_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00934,Mycinamicin_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00935,Methanofuran_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00936,Melatonin_biosynthesis_plants,Acid mine drainage 3300039205,INCOMPLETE
M00937,Aflatoxin_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00938,Pyrimidine_deoxyribonucleotide_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00939,Pyrimidine_degradation,Acid mine drainage 3300039205,INCOMPLETE
M00940,Flavanone_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00941,Isoflavone_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00942,Pterocarpan_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00943,Reticuline_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00944,Morphine_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00945,Sanguinarine_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00946,Noscapine_biosynthesis,Acid mine drainage 3300039205,INCOMPLETE
M00947,D-Arginine_racemization,Acid mine drainage 3300039205,INCOMPLETE
